amount_tsh,basin,population,public_meeting,scheme_management,permit,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group,age
0.0,Internal,1,True,Water Board,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,19.0
0.0,Pangani,300,True,VWC,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,45.0
0.0,Pangani,1,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,other,non functional,48.0
1000.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,17.0
2200.0,Rufiji,450,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,37.0
500.0,Rufiji,100,True,VWC,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,11.0
10.0,Internal,500,True,VWC,True,gravity,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,18.0
0.0,Rufiji,1,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,33.0
6.0,Pangani,80,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Internal,132,True,WUG,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,26.0
3000.0,Internal,538,True,Parastatal,True,handpump,parastatal,annually,good,enough,groundwater,hand pump,functional,25.0
5.0,Pangani,30,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,21.0
0.0,Internal,132,True,Parastatal,True,other,parastatal,never pay,good,dry,groundwater,other,non functional,12.0
50.0,Ruvuma / Southern Coast,300,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,43.0
3000.0,Lake Rukwa,3000,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,13.0
1000.0,Rufiji,476,True,VWC,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,11.0
2500.0,Pangani,1,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,51.0
4000.0,Lake Rukwa,150,True,VWC,True,handpump,user-group,annually,good,insufficient,groundwater,hand pump,functional,32.0
0.0,Lake Tanganyika,1,True,VWC,False,other,user-group,unknown,good,enough,groundwater,other,non functional,7.0
3000.0,Lake Nyasa,56,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,34.0
0.0,Lake Tanganyika,135,False,WUG,True,gravity,user-group,unknown,good,enough,surface,communal standpipe,non functional,36.0
1000.0,Internal,215,True,WUG,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,16.0
50.0,Ruvuma / Southern Coast,120,False,Private operator,False,submersible,commercial,per bucket,salty,insufficient,groundwater,communal standpipe,functional,8.0
100.0,Lake Nyasa,0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Pangani,300,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,functional,42.0
0.0,Pangani,1,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,39.0
30.0,Wami / Ruvu,1,True,VWC,False,submersible,user-group,per bucket,good,enough,groundwater,hand pump,functional,10.0
0.0,Internal,275,True,Parastatal,True,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe,functional,12.0
0.0,Rufiji,0,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,20.0
0.0,Rufiji,20,True,VWC,True,gravity,user-group,on failure,good,enough,surface,communal standpipe,functional,46.0
0.0,Lake Nyasa,200,True,VWC,False,gravity,user-group,on failure,good,enough,surface,communal standpipe,functional,14.0
0.0,Wami / Ruvu,1,True,VWC,True,other,user-group,never pay,unknown,insufficient,groundwater,other,non functional,23.0
500.0,Rufiji,65,True,WUA,True,gravity,user-group,monthly,good,dry,surface,communal standpipe,non functional,11.0
3000.0,Internal,275,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,16.0
0.0,Wami / Ruvu,180,True,WUG,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional,17.0
0.0,Ruvuma / Southern Coast,250,True,VWC,True,other,user-group,unknown,good,dry,groundwater,other,non functional,33.0
50.0,Pangani,300,True,VWC,False,submersible,user-group,per bucket,salty,enough,surface,communal standpipe,functional,10.0
0.0,Lake Tanganyika,250,True,VWC,False,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Wami / Ruvu,1,True,VWC,False,other,user-group,never pay,good,enough,groundwater,other,non functional,9.0
4000.0,Lake Rukwa,200,True,VWC,True,handpump,user-group,annually,good,insufficient,groundwater,hand pump,functional,34.0
250.0,Lake Tanganyika,210,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,32.0
0.0,Pangani,1,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,other,non functional,48.0
500.0,Ruvuma / Southern Coast,1,True,VWC,False,handpump,user-group,monthly,good,insufficient,groundwater,hand pump,non functional,20.0
15000.0,Ruvuma / Southern Coast,116,True,VWC,True,gravity,user-group,on failure,good,enough,groundwater,improved spring,functional,12.0
500.0,Lake Nyasa,90,True,VWC,False,gravity,user-group,monthly,good,dry,surface,communal standpipe,non functional,15.0
0.0,Ruvuma / Southern Coast,56,True,VWC,True,rope pump,user-group,never pay,salty,seasonal,groundwater,hand pump,functional,8.0
250.0,Lake Tanganyika,540,True,Water authority,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,non functional,32.0
0.0,Pangani,60,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,8.0
0.0,Pangani,1,True,Water Board,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,17.0
20.0,Wami / Ruvu,85,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,10.0
0.0,Rufiji,150,True,VWC,True,gravity,user-group,on failure,good,dry,groundwater,communal standpipe,non functional,17.0
0.0,Lake Rukwa,1,False,VWC,False,gravity,user-group,never pay,unknown,enough,surface,communal standpipe,non functional,34.0
0.0,Internal,86,True,WUG,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,17.0
0.0,Internal,150,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,23.0
30.0,Pangani,120,True,VWC,True,gravity,user-group,per bucket,good,enough,surface,communal standpipe,functional,14.0
0.0,Ruvuma / Southern Coast,1,True,VWC,True,other,user-group,unknown,good,dry,groundwater,other,non functional,45.0
0.0,Internal,685,True,Parastatal,True,gravity,parastatal,never pay,good,dry,surface,communal standpipe,non functional,20.0
0.0,Pangani,1,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Lake Nyasa,0,False,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,45.0
0.0,Pangani,95,True,Water authority,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,15.0
0.0,Wami / Ruvu,50,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,46.0
0.0,Lake Tanganyika,250,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,48.0
1500.0,Lake Nyasa,40,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,14.0
0.0,Ruvuma / Southern Coast,1,False,VWC,False,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,14.0
0.0,Pangani,1,True,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional,11.0
500.0,Pangani,50,True,VWC,True,gravity,user-group,on failure,good,insufficient,groundwater,communal standpipe,functional,8.0
20.0,Wami / Ruvu,250,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,10.0
0.0,Pangani,1,True,VWC,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional,35.0
0.0,Lake Tanganyika,290,True,VWC,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,28.0
0.0,Rufiji,300,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,23.0
500.0,Rufiji,35,True,VWC,False,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,36.0
25.0,Pangani,50,True,Water Board,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
2500.0,Lake Rukwa,150,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,31.0
30.0,Wami / Ruvu,5000,True,VWC,True,handpump,user-group,per bucket,salty,insufficient,groundwater,hand pump,functional,39.0
0.0,Lake Victoria,250,True,VWC,False,other,user-group,on failure,good,insufficient,groundwater,hand pump,non functional,24.0
3000.0,Lake Tanganyika,340,True,Water authority,True,gravity,user-group,annually,good,enough,surface,communal standpipe,non functional,44.0
250.0,Lake Tanganyika,420,True,Water authority,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,functional,19.0
2000.0,Rufiji,250,True,Water Board,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Lake Tanganyika,500,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,non functional,13.0
500.0,Rufiji,150,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,42.0
5000.0,Rufiji,80,True,VWC,False,rope pump,user-group,on failure,good,enough,groundwater,hand pump,functional,12.0
0.0,Pangani,1,True,Water Board,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,17.0
0.0,Lake Tanganyika,500,True,VWC,False,gravity,other,unknown,good,insufficient,surface,communal standpipe,functional,15.0
0.0,Wami / Ruvu,140,True,VWC,True,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,43.0
0.0,Internal,480,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,10.0
0.0,Pangani,40,True,Water Board,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,27.0
0.0,Lake Tanganyika,300,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,11.0
0.0,Pangani,210,True,VWC,True,submersible,user-group,unknown,good,insufficient,surface,communal standpipe,non functional,14.0
50.0,Wami / Ruvu,25,False,WUA,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,non functional,13.0
0.0,Pangani,380,True,WUA,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,18.0
250.0,Lake Tanganyika,1,True,Water authority,False,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,22.0
6.0,Pangani,20,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Pangani,200,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,21.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,unknown,good,enough,groundwater,cattle trough,non functional,40.0
500.0,Lake Nyasa,142,True,VWC,False,gravity,user-group,on failure,good,enough,surface,communal standpipe,functional,14.0
500.0,Lake Nyasa,1,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,28.0
5000.0,Lake Rukwa,600,True,VWC,True,handpump,user-group,annually,salty,insufficient,groundwater,hand pump,functional,31.0
1000.0,Wami / Ruvu,90,False,VWC,True,handpump,user-group,monthly,salty,enough,groundwater,hand pump,functional,38.0
0.0,Wami / Ruvu,20,True,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,50.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,functional,12.0
0.0,Pangani,1,True,VWC,False,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,11.0
0.0,Wami / Ruvu,330,True,VWC,False,other,user-group,never pay,good,enough,groundwater,other,non functional,28.0
300.0,Ruvuma / Southern Coast,0,False,Other,True,gravity,other,monthly,good,dry,surface,communal standpipe,non functional,30.0
50.0,Pangani,50,True,VWC,False,submersible,user-group,per bucket,good,insufficient,surface,communal standpipe,non functional,47.0
0.0,Lake Nyasa,36,True,VWC,False,gravity,user-group,on failure,good,dry,groundwater,communal standpipe,non functional,28.0
500.0,Rufiji,55,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,42.0
0.0,Wami / Ruvu,1000,True,VWC,False,other,user-group,never pay,good,enough,groundwater,hand pump,non functional,35.0
20.0,Rufiji,1,True,Private operator,True,motorpump,commercial,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
300.0,Rufiji,90,True,VWC,True,gravity,user-group,on failure,colored,enough,groundwater,communal standpipe,functional,9.0
0.0,Lake Rukwa,1,False,VWC,False,other,user-group,never pay,unknown,enough,groundwater,other,non functional,31.0
0.0,Rufiji,150,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,40.0
0.0,Pangani,150,True,VWC,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,15.0
10.0,Pangani,10,True,WUA,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,19.0
500.0,Rufiji,100,True,Water Board,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,functional,20.0
20.0,Wami / Ruvu,25,True,WUA,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,non functional,11.0
50.0,Ruvuma / Southern Coast,180,True,VWC,True,handpump,user-group,per bucket,salty,insufficient,groundwater,hand pump,non functional,32.0
50.0,Ruvuma / Southern Coast,322,True,VWC,True,submersible,user-group,per bucket,salty,enough,groundwater,communal standpipe,non functional,13.0
0.0,Lake Nyasa,1,True,VWC,True,gravity,user-group,unknown,unknown,dry,groundwater,communal standpipe,non functional,7.0
10.0,Ruvuma / Southern Coast,1,True,VWC,False,other,user-group,per bucket,good,enough,groundwater,hand pump,non functional,21.0
50.0,Ruvuma / Southern Coast,350,True,VWC,True,submersible,user-group,per bucket,good,dry,surface,communal standpipe,non functional,40.0
0.0,Pangani,150,True,VWC,True,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,functional,10.0
0.0,Pangani,1,True,VWC,True,other,user-group,never pay,good,enough,groundwater,other,non functional,28.0
0.0,Wami / Ruvu,1,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,other,non functional,48.0
0.0,Lake Tanganyika,120,True,Other,False,wind-powered,commercial,never pay,good,enough,groundwater,communal standpipe,functional,23.0
12000.0,Lake Nyasa,1000,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,18.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,42.0
50.0,Wami / Ruvu,20,True,Company,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,functional,10.0
1200.0,Ruvuma / Southern Coast,300,True,VWC,True,gravity,user-group,annually,good,enough,surface,communal standpipe,non functional,31.0
0.0,Lake Rukwa,150,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,12.0
0.0,Pangani,400,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,12.0
200.0,Pangani,90,True,Water authority,True,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,15.0
250.0,Lake Tanganyika,650,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,19.0
0.0,Wami / Ruvu,454,True,Private operator,False,submersible,commercial,never pay,good,enough,groundwater,other,non functional,11.0
2000.0,Rufiji,250,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,9.0
2000.0,Rufiji,49,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,11.0
20.0,Rufiji,1,False,Private operator,True,submersible,commercial,per bucket,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Wami / Ruvu,1,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,46.0
0.0,Pangani,210,True,Water authority,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,24.0
1000.0,Pangani,100,True,Water authority,True,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,non functional,46.0
200.0,Lake Nyasa,120,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,8.0
1000.0,Pangani,420,True,Water authority,True,submersible,user-group,monthly,salty,enough,groundwater,communal standpipe,non functional,38.0
0.0,Pangani,1,True,WUA,True,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,non functional,50.0
100.0,Lake Tanganyika,245,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,40.0
0.0,Internal,840,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,47.0
0.0,Pangani,1,True,Water authority,True,gravity,commercial,never pay,good,insufficient,groundwater,communal standpipe,non functional,44.0
0.0,Lake Nyasa,40,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,20.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,non functional,17.0
0.0,Ruvuma / Southern Coast,1,True,Water Board,True,submersible,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,38.0
5.0,Pangani,50,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
0.0,Internal,200,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,functional,14.0
1000.0,Ruvuma / Southern Coast,350,True,VWC,True,gravity,user-group,annually,good,dry,surface,communal standpipe,non functional,36.0
200.0,Pangani,300,True,Private operator,True,submersible,commercial,per bucket,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Wami / Ruvu,40,True,SWC,False,motorpump,other,never pay,salty,dry,groundwater,communal standpipe,non functional,20.0
20.0,Pangani,1,True,VWC,False,submersible,user-group,per bucket,salty,unknown,groundwater,communal standpipe,non functional,12.0
0.0,Pangani,140,True,Water authority,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,25.0
5000.0,Rufiji,85,True,WUA,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,27.0
0.0,Pangani,120,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,57.0
2000.0,Rufiji,30,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Wami / Ruvu,5400,True,VWC,False,other,user-group,never pay,good,dry,groundwater,other,non functional,17.0
5.0,Pangani,25,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,14.0
0.0,Ruvuma / Southern Coast,260,True,VWC,False,other,user-group,never pay,salty,seasonal,groundwater,other,non functional,12.0
1000.0,Pangani,65,True,Water authority,True,gravity,user-group,annually,good,enough,surface,communal standpipe,non functional,33.0
50.0,Internal,324,True,WUA,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,10.0
50.0,Wami / Ruvu,40,False,Company,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,functional,9.0
1000.0,Pangani,1,True,VWC,True,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,49.0
0.0,Pangani,130,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,20.0
50.0,Wami / Ruvu,1,True,Water authority,True,motorpump,commercial,per bucket,good,enough,surface,communal standpipe,functional,16.0
2000.0,Rufiji,1,True,WUA,True,gravity,user-group,annually,good,unknown,groundwater,communal standpipe,functional,28.0
10.0,Wami / Ruvu,300,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,24.0
20.0,Internal,400,True,VWC,True,gravity,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,22.0
0.0,Internal,350,True,VWC,True,gravity,user-group,on failure,good,insufficient,surface,cattle trough,functional,15.0
2000.0,Rufiji,1,True,WUA,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,31.0
1000.0,Pangani,25,True,Private operator,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,functional,15.0
0.0,Pangani,1,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,48.0
0.0,Lake Tanganyika,1000,False,WUG,True,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,non functional,35.0
50.0,Ruvuma / Southern Coast,1,False,VWC,False,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,14.0
500.0,Lake Tanganyika,750,True,VWC,True,handpump,user-group,monthly,good,dry,groundwater,hand pump,non functional,29.0
0.0,Rufiji,1,True,VWC,True,gravity,user-group,on failure,good,enough,surface,communal standpipe,functional,12.0
20.0,Wami / Ruvu,70,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,13.0
500.0,Lake Nyasa,90,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,26.0
0.0,Pangani,200,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,12.0
500.0,Lake Tanganyika,650,True,Water authority,False,other,user-group,annually,good,enough,groundwater,other,non functional,26.0
500.0,Lake Tanganyika,276,True,VWC,True,other,user-group,on failure,good,enough,groundwater,hand pump,functional,36.0
0.0,Lake Victoria,350,False,VWC,True,gravity,user-group,never pay,good,enough,surface,improved spring,non functional,46.0
0.0,Pangani,150,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,30.0
20.0,Rufiji,1,False,Private operator,True,handpump,commercial,per bucket,good,enough,groundwater,hand pump,functional,9.0
2000.0,Ruvuma / Southern Coast,35,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,non functional,25.0
20.0,Pangani,240,True,VWC,True,handpump,user-group,per bucket,salty,enough,groundwater,hand pump,functional,16.0
0.0,Lake Nyasa,75,True,VWC,False,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,10.0
0.0,Rufiji,0,False,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,20.0
200.0,Rufiji,0,True,VWC,False,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,46.0
0.0,Internal,720,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,24.0
0.0,Wami / Ruvu,320,True,VWC,True,gravity,user-group,on failure,good,insufficient,surface,communal standpipe,non functional,25.0
0.0,Wami / Ruvu,1,True,VWC,False,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,functional,13.0
50.0,Ruvuma / Southern Coast,300,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,42.0
0.0,Internal,120,True,VWC,True,gravity,user-group,unknown,fluoride,insufficient,groundwater,communal standpipe,functional,12.0
500.0,Rufiji,30,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,11.0
1000.0,Pangani,30,True,VWC,True,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,35.0
0.0,Ruvuma / Southern Coast,56,True,VWC,True,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional,12.0
8000.0,Lake Nyasa,0,True,VWC,True,submersible,user-group,annually,good,enough,surface,communal standpipe,functional,23.0
0.0,Pangani,200,True,VWC,False,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional,42.0
0.0,Rufiji,100,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,11.0
0.0,Lake Nyasa,1,True,VWC,True,gravity,user-group,unknown,unknown,dry,groundwater,communal standpipe,non functional,7.0
0.0,Pangani,200,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Lake Rukwa,300,True,VWC,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional,37.0
0.0,Internal,1,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,20.0
0.0,Wami / Ruvu,90,True,VWC,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional,12.0
20.0,Ruvuma / Southern Coast,1,True,VWC,False,handpump,user-group,per bucket,salty,insufficient,groundwater,hand pump,functional,9.0
0.0,Ruvuma / Southern Coast,600,True,WUG,False,handpump,user-group,on failure,good,insufficient,groundwater,hand pump,non functional,26.0
0.0,Pangani,500,True,VWC,False,other,user-group,never pay,salty,insufficient,groundwater,other,non functional,36.0
1500.0,Rufiji,36,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,14.0
5000.0,Rufiji,550,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,33.0
0.0,Pangani,200,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,30.0
0.0,Rufiji,500,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,12.0
0.0,Pangani,1,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,45.0
2000.0,Internal,345,True,VWC,True,handpump,user-group,on failure,good,enough,groundwater,hand pump,functional,26.0
0.0,Rufiji,350,True,VWC,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,46.0
200.0,Rufiji,350,True,Water Board,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,16.0
50.0,Ruvuma / Southern Coast,100,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,35.0
10.0,Internal,700,True,VWC,True,gravity,user-group,per bucket,colored,enough,surface,communal standpipe,functional,22.0
0.0,Pangani,300,True,VWC,True,gravity,user-group,never pay,good,enough,surface,other,non functional,20.0
200.0,Lake Tanganyika,420,True,Water authority,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,17.0
5000.0,Lake Rukwa,152,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,non functional,32.0
1000.0,Internal,480,True,VWC,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,26.0
1000.0,Lake Tanganyika,350,True,VWC,True,other,user-group,annually,good,insufficient,groundwater,other,non functional,30.0
20.0,Ruvuma / Southern Coast,1,True,VWC,False,handpump,user-group,per bucket,good,enough,groundwater,hand pump,functional,14.0
0.0,Wami / Ruvu,90,True,VWC,False,motorpump,user-group,never pay,salty,dry,groundwater,other,non functional,50.0
250.0,Lake Tanganyika,540,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,11.0
0.0,Ruvuma / Southern Coast,400,True,VWC,True,motorpump,user-group,unknown,good,enough,groundwater,communal standpipe,non functional,8.0
0.0,Pangani,100,True,VWC,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,functional,9.0
0.0,Rufiji,35,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,44.0
0.0,Lake Tanganyika,560,True,Water authority,False,gravity,user-group,never pay,good,enough,groundwater,improved spring,functional,24.0
0.0,Wami / Ruvu,300,True,VWC,True,gravity,user-group,never pay,unknown,insufficient,surface,communal standpipe,non functional,37.0
0.0,Lake Nyasa,15,True,VWC,True,gravity,user-group,on failure,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Lake Tanganyika,500,True,VWC,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,8.0
0.0,Rufiji,100,True,VWC,False,wind-powered,user-group,never pay,salty,enough,groundwater,communal standpipe,non functional,46.0
0.0,Lake Tanganyika,6000,True,VWC,True,other,user-group,unknown,good,enough,groundwater,other,non functional,30.0
10.0,Pangani,20,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
20.0,Lake Tanganyika,6300,False,Other,True,other,other,per bucket,good,enough,surface,communal standpipe,functional,49.0
250.0,Lake Tanganyika,250,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,22.0
5000.0,Rufiji,76,True,WUA,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,27.0
