amount_tsh,basin,population,public_meeting,scheme_management,permit,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group,age
200.0,Pangani,80.0,True,Water authority,True,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,9.0
1000.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,17.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,never pay,good,enough,groundwater,communal standpipe,non functional,46.0
0.0,Rufiji,70.0,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,12.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,functional,17.0
20.0,Wami / Ruvu,1.0,False,VWC,True,gravity,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,46.0
0.0,Ruvuma / Southern Coast,500.0,True,Water Board,True,submersible,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,38.0
1000.0,Rufiji,250.0,True,WUG,False,handpump,user-group,annually,good,insufficient,groundwater,hand pump,non functional,27.0
0.0,Pangani,130.0,True,Water Board,False,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,18.0
20.0,Pangani,14.0,True,Water authority,True,gravity,commercial,per bucket,good,insufficient,groundwater,communal standpipe,functional,8.0
50.0,Wami / Ruvu,100.0,True,Company,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,functional,20.0
0.0,Wami / Ruvu,320.0,True,VWC,True,handpump,user-group,on failure,good,unknown,groundwater,hand pump,non functional,38.0
500.0,Rufiji,125.0,True,WUA,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,11.0
50.0,Wami / Ruvu,250.0,True,Company,True,submersible,commercial,per bucket,good,insufficient,surface,communal standpipe,non functional,9.0
6.0,Pangani,20.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Rufiji,20.0,False,VWC,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,functional,15.0
10.0,Wami / Ruvu,250.0,True,VWC,True,submersible,user-group,per bucket,unknown,dry,groundwater,communal standpipe,non functional,22.0
0.0,Ruvuma / Southern Coast,182.0,True,VWC,False,other,user-group,never pay,unknown,dry,groundwater,communal standpipe,non functional,48.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,non functional,17.0
1000.0,Rufiji,350.0,True,WUA,True,gravity,user-group,monthly,good,dry,surface,communal standpipe,non functional,45.0
500.0,Pangani,430.0,True,Other,False,submersible,other,monthly,good,insufficient,groundwater,communal standpipe,non functional,27.0
6.0,Pangani,25.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
1000.0,Lake Rukwa,1125.0,True,VWC,True,handpump,user-group,annually,colored,insufficient,groundwater,hand pump,functional,11.0
50.0,Wami / Ruvu,250.0,True,VWC,True,handpump,user-group,per bucket,good,enough,groundwater,hand pump,functional,15.0
0.0,Wami / Ruvu,1000.0,True,VWC,False,other,user-group,never pay,good,enough,groundwater,hand pump,non functional,26.0
0.0,Lake Rukwa,0.0,True,VWC,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional,34.0
30.0,Internal,1.0,True,VWC,True,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,24.0
0.0,Internal,1.0,True,Company,True,gravity,commercial,monthly,good,insufficient,groundwater,communal standpipe,non functional,12.0
1000.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,24.0
0.0,Pangani,800.0,True,VWC,False,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,functional,53.0
1000.0,Rufiji,1.0,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,36.0
500.0,Internal,356.0,True,WUA,True,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,8.0
200.0,Lake Tanganyika,580.0,True,Water authority,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,17.0
0.0,Internal,1.0,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,8.0
0.0,Pangani,280.0,True,VWC,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,47.0
25.0,Wami / Ruvu,123.0,True,VWC,False,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,10.0
1000.0,Rufiji,25.0,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,19.0
50.0,Pangani,200.0,True,VWC,True,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,20.0
200.0,Rufiji,150.0,True,VWC,True,other,user-group,monthly,good,enough,groundwater,communal standpipe,non functional,21.0
0.0,Pangani,350.0,True,VWC,False,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,50.0
200.0,Pangani,100.0,True,Water authority,True,gravity,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,9.0
0.0,Pangani,1.0,False,VWC,True,gravity,user-group,never pay,good,enough,groundwater,other,non functional,44.0
0.0,Lake Rukwa,200.0,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,35.0
0.0,Lake Victoria,400.0,True,Parastatal,False,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe,functional,9.0
750.0,Lake Tanganyika,453.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,14.0
550.0,Lake Nyasa,96.0,True,VWC,True,gravity,user-group,monthly,good,dry,groundwater,communal standpipe,non functional,28.0
5.0,Pangani,100.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
50.0,Internal,59.0,True,WUG,True,handpump,user-group,per bucket,salty,dry,groundwater,other,non functional,17.0
0.0,Rufiji,1.0,True,VWC,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional,48.0
0.0,Pangani,1.0,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,other,non functional,50.0
0.0,Ruvuma / Southern Coast,46.0,True,VWC,True,handpump,user-group,never pay,good,seasonal,groundwater,hand pump,non functional,35.0
0.0,Pangani,200.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,30.0
0.0,Pangani,150.0,True,VWC,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,18.0
0.0,Pangani,1.0,False,VWC,False,gravity,user-group,unknown,good,seasonal,groundwater,other,non functional,57.0
50.0,Rufiji,200.0,True,VWC,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,21.0
0.0,Lake Nyasa,96.0,True,VWC,True,gravity,user-group,unknown,good,dry,groundwater,communal standpipe,non functional,26.0
250.0,Lake Tanganyika,471.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,44.0
500.0,Rufiji,75.0,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,42.0
500.0,Pangani,150.0,True,VWC,True,gravity,user-group,on failure,good,insufficient,groundwater,communal standpipe,non functional,30.0
0.0,Pangani,200.0,True,WUG,True,gravity,user-group,unknown,good,enough,groundwater,other,non functional,24.0
0.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,35.0
0.0,Rufiji,1.0,True,VWC,True,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,15.0
30.0,Pangani,250.0,True,VWC,True,submersible,user-group,per bucket,good,insufficient,surface,communal standpipe,functional,19.0
0.0,Pangani,100.0,True,VWC,False,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,10.0
0.0,Ruvuma / Southern Coast,130.0,True,VWC,True,submersible,user-group,never pay,salty,enough,groundwater,communal standpipe,functional,13.0
500.0,Lake Tanganyika,200.0,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,38.0
200.0,Wami / Ruvu,230.0,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,37.0
0.0,Pangani,200.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,40.0
50.0,Internal,256.0,True,Parastatal,True,submersible,parastatal,monthly,good,enough,groundwater,communal standpipe,functional,12.0
10.0,Wami / Ruvu,50.0,True,VWC,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,non functional,48.0
5.0,Pangani,120.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,21.0
0.0,Internal,240.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,8.0
0.0,Lake Tanganyika,270.0,True,Water authority,True,other,commercial,never pay,good,enough,groundwater,hand pump,non functional,35.0
0.0,Pangani,380.0,True,VWC,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,22.0
500.0,Rufiji,360.0,True,WUA,True,gravity,user-group,monthly,good,dry,surface,communal standpipe,non functional,42.0
0.0,Lake Rukwa,1000.0,True,VWC,True,other,user-group,never pay,colored,dry,groundwater,other,non functional,26.0
20.0,Internal,1000.0,True,VWC,False,wind-powered,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,42.0
20.0,Pangani,9.0,True,Water authority,True,gravity,commercial,per bucket,good,insufficient,groundwater,communal standpipe,non functional,22.0
0.0,Lake Victoria,1000.0,False,WUG,False,other,user-group,unknown,salty,dry,groundwater,other,non functional,24.0
50.0,Wami / Ruvu,590.0,True,VWC,False,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe,non functional,14.0
0.0,Ruvuma / Southern Coast,1.0,True,VWC,False,other,user-group,unknown,salty,dry,groundwater,other,non functional,28.0
0.0,Ruvuma / Southern Coast,300.0,True,Water Board,True,submersible,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional,27.0
0.0,Ruvuma / Southern Coast,400.0,True,VWC,True,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe,non functional,9.0
0.0,Rufiji,450.0,False,Other,True,gravity,other,never pay,good,enough,groundwater,communal standpipe,functional,24.0
6.0,Pangani,50.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Pangani,1.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,13.0
500.0,Lake Tanganyika,88.0,True,VWC,True,gravity,user-group,monthly,good,seasonal,surface,communal standpipe,functional,8.0
50.0,Wami / Ruvu,819.0,True,VWC,False,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe,non functional,14.0
50.0,Ruvuma / Southern Coast,1125.0,True,VWC,False,handpump,user-group,per bucket,salty,enough,groundwater,hand pump,functional,11.0
0.0,Lake Tanganyika,350.0,True,VWC,False,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional,32.0
0.0,Internal,285.0,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,56.0
1000.0,Rufiji,59.0,True,WUA,True,gravity,user-group,annually,good,enough,surface,communal standpipe,functional,27.0
500.0,Lake Tanganyika,120.0,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,8.0
500.0,Pangani,1.0,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,15.0
0.0,Pangani,40.0,True,VWC,False,gravity,user-group,never pay,good,seasonal,groundwater,communal standpipe,functional,21.0
0.0,Pangani,68.0,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,19.0
0.0,Rufiji,1.0,True,VWC,True,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,15.0
1000.0,Rufiji,40.0,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Pangani,200.0,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,10.0
0.0,Rufiji,0.0,True,VWC,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional,20.0
200.0,Lake Nyasa,250.0,True,WUG,False,handpump,user-group,monthly,good,enough,groundwater,hand pump,functional,22.0
0.0,Lake Nyasa,25.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,16.0
0.0,Internal,300.0,True,VWC,False,motorpump,user-group,unknown,good,enough,groundwater,communal standpipe,non functional,46.0
0.0,Ruvuma / Southern Coast,132.0,True,VWC,False,other,user-group,never pay,unknown,dry,groundwater,communal standpipe,non functional,48.0
0.0,Pangani,65.0,False,VWC,True,handpump,user-group,on failure,good,enough,groundwater,hand pump,functional,12.0
0.0,Ruvuma / Southern Coast,1.0,True,VWC,True,other,user-group,unknown,good,dry,groundwater,other,non functional,45.0
1000.0,Pangani,240.0,True,Water authority,True,gravity,user-group,annually,good,enough,surface,communal standpipe,non functional,53.0
0.0,Lake Tanganyika,200.0,True,VWC,False,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,7.0
0.0,Pangani,1.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,38.0
0.0,Internal,50.0,True,VWC,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,20.0
0.0,Pangani,350.0,True,VWC,True,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,non functional,17.0
0.0,Lake Rukwa,400.0,True,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,27.0
50.0,Internal,235.0,True,WUA,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,16.0
500.0,Rufiji,250.0,True,WUG,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,10.0
0.0,Pangani,80.0,True,VWC,False,gravity,user-group,never pay,good,unknown,groundwater,communal standpipe,functional,48.0
0.0,Lake Rukwa,120.0,True,VWC,False,other,user-group,never pay,good,dry,groundwater,other,non functional,28.0
0.0,Ruvuma / Southern Coast,600.0,True,Water Board,True,submersible,user-group,never pay,good,dry,groundwater,communal standpipe,non functional,38.0
0.0,Lake Victoria,500.0,True,WUG,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,23.0
450.0,Pangani,150.0,True,Water Board,True,gravity,user-group,other,good,enough,groundwater,communal standpipe,functional,25.0
20.0,Wami / Ruvu,50.0,False,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Pangani,420.0,True,Water authority,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,38.0
0.0,Pangani,100.0,True,VWC,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional,12.0
0.0,Wami / Ruvu,144.0,True,VWC,False,motorpump,user-group,never pay,salty,dry,groundwater,other,non functional,50.0
10.0,Wami / Ruvu,40.0,True,VWC,True,submersible,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,12.0
0.0,Rufiji,560.0,True,WUA,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,42.0
0.0,Lake Victoria,500.0,True,WUG,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional,12.0
0.0,Wami / Ruvu,150.0,True,VWC,True,submersible,user-group,never pay,good,enough,groundwater,communal standpipe,non functional,13.0
0.0,Rufiji,591.0,True,Water Board,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,functional,25.0
0.0,Lake Victoria,500.0,True,WUG,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,11.0
1000.0,Internal,335.0,True,VWC,True,handpump,user-group,annually,good,enough,groundwater,hand pump,functional,18.0
0.0,Rufiji,200.0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,35.0
500.0,Rufiji,210.0,True,Water Board,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,40.0
1000.0,Rufiji,1.0,True,VWC,True,gravity,user-group,annually,good,dry,groundwater,communal standpipe,non functional,26.0
0.0,Ruvuma / Southern Coast,550.0,True,VWC,True,motorpump,unknown,unknown,good,insufficient,groundwater,communal standpipe,non functional,8.0
10.0,Ruvuma / Southern Coast,1.0,True,VWC,False,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,32.0
0.0,Rufiji,90.0,True,VWC,True,other,user-group,never pay,good,enough,groundwater,hand pump,non functional,46.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,13.0
0.0,Rufiji,75.0,True,WUA,True,gravity,user-group,on failure,good,enough,surface,communal standpipe,functional,42.0
0.0,Internal,350.0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,8.0
50.0,Internal,812.0,True,VWC,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,17.0
50.0,Internal,195.0,True,WUA,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,9.0
0.0,Rufiji,1.0,True,Trust,True,submersible,commercial,never pay,good,insufficient,groundwater,communal standpipe,functional,11.0
0.0,Pangani,368.0,True,WUA,False,gravity,user-group,unknown,good,insufficient,surface,communal standpipe,functional,8.0
0.0,Lake Tanganyika,450.0,True,Water authority,True,other,commercial,never pay,good,enough,groundwater,hand pump,functional,36.0
0.0,Internal,215.0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional,22.0
0.0,Pangani,210.0,True,VWC,True,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe,non functional,22.0
0.0,Pangani,1.0,True,WUA,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,20.0
0.0,Ruvuma / Southern Coast,156.0,False,VWC,True,motorpump,parastatal,unknown,salty,enough,groundwater,communal standpipe,functional,42.0
500.0,Rufiji,45.0,True,WUA,True,gravity,user-group,monthly,good,seasonal,surface,communal standpipe,functional,42.0
0.0,Ruvuma / Southern Coast,1.0,True,VWC,False,other,user-group,unknown,salty,dry,groundwater,other,non functional,45.0
250.0,Lake Tanganyika,750.0,True,Water authority,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,non functional,14.0
7.0,Pangani,5.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
20.0,Wami / Ruvu,80.0,True,Company,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,non functional,27.0
0.0,Lake Tanganyika,1.0,False,VWC,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,26.0
500.0,Internal,315.0,True,VWC,True,handpump,user-group,on failure,good,enough,groundwater,hand pump,functional,24.0
0.0,Pangani,40.0,True,VWC,True,gravity,unknown,never pay,good,enough,groundwater,communal standpipe,functional,10.0
0.0,Rufiji,1.0,True,Parastatal,True,motorpump,parastatal,never pay,good,enough,groundwater,communal standpipe,non functional,14.0
0.0,Lake Tanganyika,450.0,True,VWC,False,handpump,parastatal,never pay,good,insufficient,groundwater,hand pump,functional,12.0
1000.0,Lake Rukwa,240.0,True,VWC,True,handpump,user-group,annually,salty,insufficient,groundwater,hand pump,non functional,27.0
500.0,Lake Nyasa,90.0,False,VWC,True,gravity,parastatal,monthly,good,enough,groundwater,communal standpipe,functional,8.0
1000.0,Rufiji,700.0,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,11.0
0.0,Internal,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,10.0
10.0,Pangani,40.0,True,WUA,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,19.0
200.0,Wami / Ruvu,685.0,True,VWC,True,handpump,user-group,on failure,good,insufficient,groundwater,hand pump,functional,18.0
0.0,Pangani,40.0,True,Water Board,True,gravity,user-group,never pay,good,insufficient,groundwater,other,non functional,48.0
0.0,Pangani,1.0,True,Company,True,gravity,commercial,monthly,good,enough,groundwater,communal standpipe,non functional,43.0
200.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,12.0
0.0,Ruvuma / Southern Coast,0.0,True,VWC,True,gravity,user-group,on failure,good,enough,surface,communal standpipe,functional,42.0
0.0,Lake Tanganyika,350.0,True,VWC,False,handpump,user-group,unknown,good,seasonal,groundwater,hand pump,functional,11.0
1000.0,Rufiji,1.0,True,VWC,True,gravity,user-group,annually,good,enough,groundwater,communal standpipe,functional,28.0
1000.0,Wami / Ruvu,20.0,True,Parastatal,True,motorpump,commercial,monthly,good,insufficient,surface,communal standpipe,functional,10.0
500.0,Rufiji,85.0,True,WUA,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,42.0
500.0,Ruvuma / Southern Coast,300.0,True,VWC,True,submersible,user-group,monthly,good,enough,groundwater,communal standpipe,functional,27.0
0.0,Rufiji,100.0,True,WUA,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional,17.0
0.0,Internal,1.0,True,Parastatal,True,other,parastatal,never pay,good,insufficient,groundwater,other,non functional,29.0
1000.0,Wami / Ruvu,548.0,True,VWC,True,submersible,user-group,monthly,good,insufficient,groundwater,communal standpipe,functional,36.0
0.0,Lake Tanganyika,400.0,True,VWC,False,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Ruvuma / Southern Coast,80.0,False,VWC,True,gravity,user-group,unknown,good,enough,groundwater,improved spring,functional,11.0
0.0,Pangani,1.0,True,VWC,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,35.0
0.0,Internal,86.0,True,VWC,True,other,user-group,never pay,good,insufficient,groundwater,hand pump,non functional,27.0
50.0,Wami / Ruvu,10.0,False,WUA,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,10.0
200.0,Lake Nyasa,0.0,True,WUA,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,37.0
50.0,Ruvuma / Southern Coast,1000.0,True,VWC,False,gravity,user-group,per bucket,salty,insufficient,groundwater,improved spring,non functional,23.0
0.0,Wami / Ruvu,554.0,True,VWC,False,other,user-group,never pay,good,insufficient,groundwater,other,functional,16.0
0.0,Wami / Ruvu,50.0,True,VWC,True,other,user-group,never pay,good,insufficient,groundwater,other,non functional,46.0
50.0,Pangani,500.0,True,VWC,True,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,29.0
10.0,Pangani,75.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
0.0,Ruvuma / Southern Coast,1.0,True,VWC,True,handpump,user-group,never pay,salty,dry,groundwater,hand pump,non functional,10.0
1000.0,Pangani,1.0,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,31.0
0.0,Lake Tanganyika,150.0,True,VWC,False,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional,30.0
0.0,Wami / Ruvu,1.0,True,VWC,False,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,functional,31.0
0.0,Lake Tanganyika,230.0,True,VWC,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional,9.0
0.0,Pangani,200.0,False,Private operator,False,other,commercial,never pay,good,insufficient,groundwater,other,non functional,9.0
0.0,Pangani,200.0,True,Water authority,True,submersible,commercial,never pay,good,enough,groundwater,communal standpipe,functional,17.0
0.0,Lake Tanganyika,140.0,True,VWC,False,gravity,user-group,unknown,good,enough,surface,communal standpipe,non functional,17.0
0.0,Lake Nyasa,0.0,True,VWC,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional,20.0
1000.0,Internal,230.0,True,VWC,True,gravity,user-group,annually,fluoride,insufficient,groundwater,communal standpipe,functional,13.0
10.0,Pangani,35.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
25.0,Ruvuma / Southern Coast,83.0,False,WUA,False,gravity,user-group,per bucket,good,enough,surface,communal standpipe,non functional,37.0
100.0,Lake Tanganyika,1125.0,False,Other,True,handpump,other,per bucket,good,enough,groundwater,hand pump,functional,12.0
0.0,Lake Rukwa,1.0,False,VWC,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional,35.0
20.0,Pangani,1.0,True,VWC,True,submersible,user-group,per bucket,salty,enough,groundwater,other,functional,11.0
250.0,Lake Tanganyika,540.0,True,Water authority,True,gravity,user-group,monthly,good,insufficient,surface,communal standpipe,functional,26.0
0.0,Wami / Ruvu,1.0,True,VWC,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional,12.0
500.0,Lake Tanganyika,1125.0,True,Water authority,False,handpump,user-group,on failure,good,enough,groundwater,hand pump,non functional,24.0
30.0,Pangani,350.0,True,VWC,False,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,13.0
0.0,Pangani,1070.0,True,VWC,True,handpump,user-group,never pay,salty,seasonal,groundwater,hand pump,non functional,36.0
50.0,Ruvuma / Southern Coast,0.0,True,VWC,True,other,user-group,per bucket,good,enough,surface,communal standpipe,functional,11.0
1000.0,Internal,120.0,True,VWC,True,gravity,user-group,annually,fluoride,insufficient,groundwater,communal standpipe,functional,13.0
20.0,Pangani,100.0,True,VWC,True,gravity,user-group,per bucket,good,insufficient,groundwater,communal standpipe,non functional,20.0
50.0,Wami / Ruvu,1.0,True,Water authority,True,motorpump,commercial,per bucket,good,enough,surface,communal standpipe,functional,15.0
0.0,Lake Victoria,60.0,False,Other,True,rope pump,other,never pay,good,insufficient,groundwater,hand pump,functional,15.0
30.0,Internal,215.0,True,WUG,True,motorpump,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
5.0,Pangani,75.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,21.0
500.0,Rufiji,1.0,True,VWC,False,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,47.0
33.0,Pangani,150.0,True,Water Board,True,submersible,user-group,per bucket,good,enough,groundwater,communal standpipe,functional,12.0
50.0,Wami / Ruvu,30.0,True,Company,True,submersible,commercial,per bucket,good,enough,surface,communal standpipe,functional,10.0
100.0,Rufiji,180.0,True,VWC,True,gravity,user-group,monthly,good,enough,surface,communal standpipe,functional,10.0
50.0,Pangani,30.0,True,VWC,False,submersible,user-group,per bucket,good,enough,surface,communal standpipe,functional,11.0
7.0,Pangani,1.0,True,Water Board,True,gravity,user-group,per bucket,good,enough,groundwater,communal standpipe,non functional,12.0
30.0,Pangani,150.0,False,VWC,False,submersible,user-group,per bucket,salty,insufficient,groundwater,communal standpipe,non functional,47.0
1000.0,Rufiji,450.0,True,VWC,True,gravity,user-group,annually,good,dry,groundwater,communal standpipe,non functional,45.0
50.0,Ruvuma / Southern Coast,415.0,True,VWC,False,handpump,user-group,per bucket,good,enough,groundwater,hand pump,functional,8.0
20.0,Ruvuma / Southern Coast,380.0,True,VWC,True,handpump,user-group,per bucket,good,enough,groundwater,hand pump,non functional,14.0
0.0,Pangani,40.0,True,VWC,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional,46.0
1000.0,Ruvuma / Southern Coast,1.0,True,VWC,False,handpump,user-group,annually,good,insufficient,groundwater,hand pump,non functional,23.0
100.0,Rufiji,500.0,True,VWC,True,gravity,user-group,per bucket,good,enough,surface,communal standpipe,non functional,45.0
1000.0,Lake Tanganyika,450.0,True,VWC,True,handpump,user-group,on failure,salty,insufficient,groundwater,hand pump,functional,12.0
0.0,Ruvuma / Southern Coast,200.0,True,Parastatal,False,handpump,parastatal,on failure,good,insufficient,groundwater,hand pump,functional,10.0
200.0,Lake Nyasa,60.0,True,VWC,True,gravity,user-group,monthly,good,enough,groundwater,communal standpipe,functional,18.0
0.0,Pangani,120.0,True,VWC,False,gravity,user-group,unknown,good,seasonal,surface,communal standpipe,non functional,52.0
0.0,Lake Victoria,455.0,True,VWC,False,submersible,user-group,other,salty,enough,groundwater,communal standpipe,non functional,40.0
